County ID,Recipe File No.
34019,139
34009,139
48013,139
22079,139
22101,139
22069,139
22111,139
01085,139
19131,139
38039,140
19049,140
01095,140
19121,140
12086,140
19059,140
38029,140
55005,140
08117,140
36095,140
29167,140
55015,140
29177,140
36085,140
08107,140
56009,140
51137,140
29201,140
56019,140
29211,140
51127,141
47157,141
40111,141
40069,141
40101,141
47147,141
40079,141
38075,141
19005,141
51530,141
19015,141
38065,141
51520,141
55131,141
08023,141
55049,141
29053,141
55121,141
29043,141
55059,141
08033,142
51003,142
56045,142
51013,142
47063,142
40025,142
05083,142
40035,142
47073,142
05093,142
21141,142
26107,142
18085,142
21039,142
18095,142
26117,142
21151,142
21029,142
37059,142
48329,142
16029,143
37121,143
48251,143
16039,143
48339,143
37049,143
48241,143
37131,143
12063,143
33013,143
48137,143
33003,143
12073,143
48127,143
21227,143
22035,143
04003,143
21237,143
04013,143
22025,143
46081,144
25011,144
22057,144
46091,144
22047,144
25001,144
12001,144
34037,144
48155,144
34027,144
12011,144
48145,144
30105,144
48233,144
37143,144
37153,144
48223,144
26165,144
39097,144
21123,144
39087,145
21133,145
40047,145
47001,145
47179,145
47011,145
40057,145
47169,145
13081,145
51119,145
56027,145
51061,145
51109,145
13091,145
51071,145
56037,145
29149,145
31185,145
29031,145
08041,145
29159,146
08051,146
29021,146
19067,146
38017,146
38007,146
19077,146
27101,146
19083,146
20147,146
27079,146
06009,146
20157,146
19093,146
01127,146
27111,146
06019,146
27069,146
13303,146
31019,146
17157,147
31161,147
13313,147
31009,147
31171,147
17147,147
32015,147
49049,147
13065,147
35053,147
51085,147
35043,147
13075,147
32005,147
51095,147
05005,147
05015,147
23023,147
18003,147
45069,147
39073,148
39063,148
45079,148
18013,148
30099,148
72101,148
28055,148
72079,148
53009,148
72111,148
30089,148
53019,148
28045,148
72069,148
50005,148
50015,148
41023,148
46065,148
46075,148
41033,148
46007,149
41041,149
41051,149
46017,149
12087,149
12097,149
28037,149
28027,149
39011,149
18061,149
39169,149
18119,149
18071,149
39001,149
18109,149
42125,149
47087,149
05067,149
24017,149
47097,149
05077,150
13007,150
35031,150
48459,150
35021,150
13017,150
48449,150
17135,150
13219,150
31103,150
13209,150
31113,150
17125,150
06113,150
20125,150
38091,150
27163,150
27173,150
20135,150
38081,150
06103,151
19189,151
29091,151
31125,151
17113,151
17103,151
29081,151
31135,151
27145,151
20103,151
20113,151
27155,151
05139,151
24031,151
05041,151
05129,151
05051,151
24021,151
51820,151
35017,151
13021,152
48507,152
13159,152
13031,152
35007,152
51830,152
13149,152
72145,152
28011,152
48293,152
28001,152
48283,152
18047,152
21183,152
39037,152
42113,152
21193,152
39027,152
18057,152
42103,152
41067,153
46021,153
46031,153
48197,153
50023,153
48187,153
46043,153
41005,153
22095,153
41015,153
46053,153
22085,153
39055,153
18025,153
42009,153
21099,153
18035,153
42019,153
39045,153
21089,153
72127,154
48389,154
09003,154
37181,154
28073,154
54069,154
72137,154
48399,154
54101,154
54079,154
28063,154
37191,154
09013,154
13043,154
32033,154
32023,154
13053,154
40085,154
20207,154
05023,154
23015,155
40095,155
24043,155
23005,155
05033,155
20161,155
01111,155
27127,155
20019,155
01069,155
51590,155
27137,155
01101,155
20171,155
32510,155
51580,155
01079,155
20009,155
36079,155
17009,155
08083,156
36101,156
31147,156
17171,156
17019,156
36069,156
17161,156
31157,156
36111,156
08093,156
08067,156
29017,156
17195,156
17185,156
29007,156
08077,156
38031,156
20185,156
19041,156
19139,156
19051,157
38021,157
20195,157
19129,157
47027,157
40061,157
40119,157
40071,157
47037,157
40109,157
29209,157
51047,157
56001,157
29219,157
56011,157
51057,157
37165,157
48215,157
28097,157
02150,157
48205,158
28087,158
37175,158
21105,158
35028,158
26143,158
26153,158
21115,158
22109,158
22071,158
22119,158
25027,158
22061,158
34011,158
12027,158
48173,158
12037,158
34001,158
48163,158
15003,158
12045,159
48069,159
48111,159
12055,159
48079,159
48101,159
21201,159
04025,159
22013,159
21211,159
22003,159
26121,159
21167,159
26059,159
21177,159
26131,159
26049,159
30039,159
02122,159
48277,159
37107,160
30029,160
37117,160
48267,160
51025,160
51035,160
40003,160
47045,160
51670,160
47055,160
40013,160
51660,160
19023,160
38053,160
38043,160
19033,160
55117,160
29075,160
08005,160
55107,160
08015,last
29065,last
